"";"subj.id";"age_s_c";"gender";"educ_s_c";"prior.climate.pos";"prior.climate.cert";"prior.climate.imp";"prior.climate.diff";"prior.climate.act";"prior.gmo.pos";"prior.gmo.cert";"prior.gmo.imp";"prior.gmo.diff";"prior.hom.pos";"prior.hom.cert";"prior.hom.imp";"prior.hom.diff";"condition";"topic";"version";"diff";"eff";"frustr";"order";"percc";"resp";"rt";"ideology";"num_c";"crt_c";"Duration__in_seconds_";"prior.conc";"ideology.conc";"condition.binary";"eff.index"
"811";362;0,258935381933094;0;0,291823308270677;31;32;32;21;41;-31;31;20;23;1;50;21;21;"hard";"clim";"s";1;1;1;2;20;1;109,904;3;0,0462887290690486;0,106788710907704;1772;"conc";"conc";"1";1
"812";362;0,258935381933094;0;0,291823308270677;31;32;32;21;41;-31;31;20;23;1;50;21;21;"hard";"gmo";"ns";2;2;1;3;10;0;94,46;3;0,0462887290690486;0,106788710907704;1772;"disc";"disc";"1";2
"813";362;0,258935381933094;0;0,291823308270677;31;32;32;21;41;-31;31;20;23;1;50;21;21;"hard";"hom";"s";-41;-39;-21;1;46;1;165,1;3;0,0462887290690486;0,106788710907704;1772;"conc";"neutr";"1";-40
"814";363;0,070529584831645;0;0,291823308270677;-6;15;5;12;15;-4;16;4;10;11;25;0;15;"hard";"clim";"s";NA;NA;NA;2;NA;NA;NA;NA;NA;NA;333;"disc";NA;"1";NA
"815";363;0,070529584831645;0;0,291823308270677;-6;15;5;12;15;-4;16;4;10;11;25;0;15;"hard";"gmo";"s";0;-10;-5;1;15;0;137,037;NA;NA;NA;333;"disc";NA;"1";-5
"816";363;0,070529584831645;0;0,291823308270677;-6;15;5;12;15;-4;16;4;10;11;25;0;15;"hard";"hom";"s";NA;NA;NA;3;NA;NA;NA;NA;NA;NA;333;"disc";"neutr";"1";NA
"817";365;0,244442628309906;1;0,291823308270677;-49;50;50;-50;-50;-50;50;25;-50;-50;50;-50;-50;"hard";"clim";"ns";-50;-50;50;3;50;1;72,605;6,66666666666667;0,490733173513493;0,773455377574371;945;"conc";"conc";"1";-50
"818";365;0,244442628309906;1;0,291823308270677;-49;50;50;-50;-50;-50;50;25;-50;-50;50;-50;-50;"hard";"gmo";"ns";-49;-50;50;2;49;1;31,759;6,66666666666667;0,490733173513493;0,773455377574371;945;"conc";"conc";"1";-49,5
"819";365;0,244442628309906;1;0,291823308270677;-49;50;50;-50;-50;-50;50;25;-50;-50;50;-50;-50;"hard";"hom";"s";-50;-50;49;1;50;1;60,355;6,66666666666667;0,490733173513493;0,773455377574371;945;"disc";"neutr";"1";-50
"820";368;0,360384657295413;1;0,291823308270677;42;42;21;50;42;42;42;-10;42;-21;32;-41;-10;"easy";"clim";"ns";50;42;-10;3;-9;0;246,816;2,66666666666667;0,379622062402382;0,440122044241037;2094;"disc";"disc";"0";46
"821";368;0,360384657295413;1;0,291823308270677;42;42;21;50;42;42;42;-10;42;-21;32;-41;-10;"easy";"gmo";"s";42;43;-10;1;11;1;173,869;2,66666666666667;0,379622062402382;0,440122044241037;2094;"conc";"conc";"0";42,5
"822";368;0,360384657295413;1;0,291823308270677;42;42;21;50;42;42;42;-10;42;-21;32;-41;-10;"easy";"hom";"ns";21;31;-11;2;12;0;130,619;2,66666666666667;0,379622062402382;0,440122044241037;2094;"disc";"neutr";"0";26
"823";369;0,258935381933094;0;0,291823308270677;43;50;50;-47;50;-46;50;45;-29;39;47;40;-45;"easy";"clim";"s";-37;-38;-50;1;45;0;29,608;7;0,0462887290690486;0,106788710907704;914;"conc";"disc";"0";-37,5
"824";369;0,258935381933094;0;0,291823308270677;43;50;50;-47;50;-46;50;45;-29;39;47;40;-45;"easy";"gmo";"s";-48;-38;-50;2;46;1;65,69;7;0,0462887290690486;0,106788710907704;914;"conc";"disc";"0";-43
"825";369;0,258935381933094;0;0,291823308270677;43;50;50;-47;50;-46;50;45;-29;39;47;40;-45;"easy";"hom";"ns";-43;-43;-45;3;43;0;29,772;7;0,0462887290690486;0,106788710907704;914;"disc";"neutr";"0";-43
"826";370;0,244442628309906;0;0,0418233082706767;50;31;41;-48;50;-48;43;22;-50;42;50;13;-49;"easy";"clim";"s";-42;13;-50;2;50;1;162,422;1;-0,175933493153174;-0,226544622425629;1507;"conc";"conc";"0";-14,5
"827";370;0,244442628309906;0;0,0418233082706767;50;31;41;-48;50;-48;43;22;-50;42;50;13;-49;"easy";"gmo";"s";-50;11;-49;1;50;0;164,498;1;-0,175933493153174;-0,226544622425629;1507;"conc";"conc";"0";-19,5
"828";370;0,244442628309906;0;0,0418233082706767;50;31;41;-48;50;-48;43;22;-50;42;50;13;-49;"easy";"hom";"ns";-50;-38;-41;3;50;1;95,716;1;-0,175933493153174;-0,226544622425629;1507;"disc";"neutr";"0";-44
"829";371;0,302413642802659;1;0,291823308270677;47;48;50;50;50;25;23;24;27;25;25;25;26;"hard";"clim";"ns";32;31;32;3;32;0;43,042;3,33333333333333;0,0462887290690486;-0,226544622425629;1628;"disc";"disc";"1";31,5
"830";371;0,302413642802659;1;0,291823308270677;47;48;50;50;50;25;23;24;27;25;25;25;26;"hard";"gmo";"s";32;35;32;2;31;0;67,229;3,33333333333333;0,0462887290690486;-0,226544622425629;1628;"conc";"conc";"1";33,5
"831";371;0,302413642802659;1;0,291823308270677;47;48;50;50;50;25;23;24;27;25;25;25;26;"hard";"hom";"s";30;29;30;1;30;0;73,418;3,33333333333333;0,0462887290690486;-0,226544622425629;1628;"conc";"neutr";"1";29,5
"832";372;-0,0888907050234276;1;-0,208176691729323;-14;16;-9;31;0;-9;16;16;0;14;15;-20;42;"hard";"clim";"ns";-38;6;3;3;44;0;255,24;6,66666666666667;0,490733173513493;0,440122044241037;2790;"conc";"conc";"1";-16
"833";372;-0,0888907050234276;1;-0,208176691729323;-14;16;-9;31;0;-9;16;16;0;14;15;-20;42;"hard";"gmo";"ns";-49;1;1;1;48;1;259,891;6,66666666666667;0,490733173513493;0,440122044241037;2790;"conc";"conc";"1";-24
"834";372;-0,0888907050234276;1;-0,208176691729323;-14;16;-9;31;0;-9;16;16;0;14;15;-20;42;"hard";"hom";"s";-50;0;0;2;49;1;155,535;6,66666666666667;0,490733173513493;0,440122044241037;2790;"disc";"neutr";"1";-25
"835";373;-0,0599051977770507;1;0,0418233082706767;50;50;48;-49;50;1;-22;21;19;42;31;-6;6;"easy";"clim";"s";-7;11;-22;1;36;1;220,6;4,66666666666667;0,0462887290690486;-0,226544622425629;2316;"conc";"disc";"0";2
"836";373;-0,0599051977770507;1;0,0418233082706767;50;50;48;-49;50;1;-22;21;19;42;31;-6;6;"easy";"gmo";"ns";50;50;50;3;-50;0;229,904;4,66666666666667;0,0462887290690486;-0,226544622425629;2316;"disc";"conc";"0";50
"837";373;-0,0599051977770507;1;0,0418233082706767;50;50;48;-49;50;1;-22;21;19;42;31;-6;6;"easy";"hom";"s";38;29;46;2;-43;1;154,354;4,66666666666667;0,0462887290690486;-0,226544622425629;2316;"conc";"neutr";"0";33,5
"838";375;0,142993352947587;0;0,291823308270677;23;38;35;-16;23;-23;41;33;-24;13;33;17;-8;"hard";"clim";"s";-29;-18;-25;2;36;1;48,655;3,33333333333333;0,379622062402382;0,773455377574371;1143;"conc";"conc";"1";-23,5
"839";375;0,142993352947587;0;0,291823308270677;23;38;35;-16;23;-23;41;33;-24;13;33;17;-8;"hard";"gmo";"ns";9;11;-14;3;8;1;39,501;3,33333333333333;0,379622062402382;0,773455377574371;1143;"disc";"disc";"1";10
"840";375;0,142993352947587;0;0,291823308270677;23;38;35;-16;23;-23;41;33;-24;13;33;17;-8;"hard";"hom";"ns";-25;-25;-21;1;43;1;55,087;3,33333333333333;0,379622062402382;0,773455377574371;1143;"disc";"neutr";"1";-25
"841";376;-0,190339980385746;1;0,0418233082706767;16;18;12;28;-15;-10;32;-23;-7;18;20;-17;21;"hard";"clim";"ns";-19;23;-25;3;40;0;25,868;2,66666666666667;-0,0648223820420625;0,106788710907704;452;"disc";"disc";"1";2
"842";376;-0,190339980385746;1;0,0418233082706767;16;18;12;28;-15;-10;32;-23;-7;18;20;-17;21;"hard";"gmo";"ns";-12;-8;28;1;21;0;33,855;2,66666666666667;-0,0648223820420625;0,106788710907704;452;"disc";"disc";"1";-10
"843";376;-0,190339980385746;1;0,0418233082706767;16;18;12;28;-15;-10;32;-23;-7;18;20;-17;21;"hard";"hom";"ns";39;-13;26;2;-10;0;12,326;2,66666666666667;-0,0648223820420625;0,106788710907704;452;"disc";"neutr";"1";13
"844";377;0,200964367440341;1;0,0418233082706767;-40;42;-40;-40;-50;-50;50;42;-41;-29;0;-41;-11;"easy";"clim";"s";11;11;10;3;21;1;167,514;6,66666666666667;0,15739984018016;-0,226544622425629;2345;"disc";"disc";"0";11
"845";377;0,200964367440341;1;0,0418233082706767;-40;42;-40;-40;-50;-50;50;42;-41;-29;0;-41;-11;"easy";"gmo";"s";11;11;10;2;42;0;145,585;6,66666666666667;0,15739984018016;-0,226544622425629;2345;"disc";"disc";"0";11
"846";377;0,200964367440341;1;0,0418233082706767;-40;42;-40;-40;-50;-50;50;42;-41;-29;0;-41;-11;"easy";"hom";"ns";11;11;11;1;20;1;129,253;6,66666666666667;0,15739984018016;-0,226544622425629;2345;"conc";"neutr";"0";11
"847";378;0,171978860193964;1;0,0418233082706767;20;42;50;-49;22;11;31;3;-41;50;50;31;-41;"easy";"clim";"ns";12;20;11;2;21;0;370,066;3,66666666666667;0,268510951291271;0,440122044241037;2400;"disc";"disc";"0";16
"848";378;0,171978860193964;1;0,0418233082706767;20;42;50;-49;22;11;31;3;-41;50;50;31;-41;"easy";"gmo";"ns";-31;-8;-39;3;42;0;99,466;3,66666666666667;0,268510951291271;0,440122044241037;2400;"disc";"disc";"0";-19,5
"849";378;0,171978860193964;1;0,0418233082706767;20;42;50;-49;22;11;31;3;-41;50;50;31;-41;"easy";"hom";"ns";-10;20;-30;1;50;1;376,376;3,66666666666667;0,268510951291271;0,440122044241037;2400;"disc";"neutr";"0";5
"850";379;0,215457121063529;1;0,0418233082706767;24;36;46;-44;43;15;34;15;-50;12;44;-8;-37;"hard";"clim";"s";24;22;42;2;-8;1;228,366;3;0,15739984018016;0,106788710907704;2307;"conc";"conc";"1";23
"851";379;0,215457121063529;1;0,0418233082706767;24;36;46;-44;43;15;34;15;-50;12;44;-8;-37;"hard";"gmo";"s";44;28;50;1;-50;0;460,263;3;0,15739984018016;0,106788710907704;2307;"conc";"conc";"1";36
"852";379;0,215457121063529;1;0,0418233082706767;24;36;46;-44;43;15;34;15;-50;12;44;-8;-37;"hard";"hom";"s";17;13;44;3;-5;1;123,602;3;0,15739984018016;0,106788710907704;2307;"conc";"neutr";"1";15
"853";380;-0,103383458646616;0;0,0418233082706767;1;1;1;1;-50;-50;-50;1;1;44;25;24;9;"easy";"clim";"s";1;5;1;1;10;0;65,6;NA;NA;NA;487;"conc";NA;"0";3
"854";380;-0,103383458646616;0;0,0418233082706767;1;1;1;1;-50;-50;-50;1;1;44;25;24;9;"easy";"gmo";"ns";-1;1;1;2;2;0;186,45;NA;NA;NA;487;"disc";NA;"0";0
"855";380;-0,103383458646616;0;0,0418233082706767;1;1;1;1;-50;-50;-50;1;1;44;25;24;9;"easy";"hom";"s";1;1;1;3;1;0;47,541;NA;NA;NA;487;"conc";"neutr";"0";1
"856";381;0,11400784570121;0;-0,208176691729323;-39;50;50;-43;50;-50;50;50;-23;50;50;50;40;"easy";"clim";"s";-40;-41;50;1;50;0;66,081;6,66666666666667;-0,255298572518253;-0,226544622425629;1010;"disc";"disc";"0";-40,5
"857";381;0,11400784570121;0;-0,208176691729323;-39;50;50;-43;50;-50;50;50;-23;50;50;50;40;"easy";"gmo";"s";-43;-50;-48;3;50;1;38,278;6,66666666666667;-0,255298572518253;-0,226544622425629;1010;"disc";"disc";"0";-46,5
"858";381;0,11400784570121;0;-0,208176691729323;-39;50;50;-43;50;-50;50;50;-23;50;50;50;40;"easy";"hom";"s";-49;-47;-48;2;50;1;48,242;6,66666666666667;-0,255298572518253;-0,226544622425629;1010;"disc";"neutr";"0";-48
"859";382;0,258935381933094;0;0,291823308270677;50;50;50;-50;50;-48;50;50;-35;50;50;37;-44;"hard";"clim";"s";-41;-50;-50;2;32;0;88,751;7;0,0462887290690486;0,106788710907704;1035;"conc";"disc";"1";-45,5
"860";382;0,258935381933094;0;0,291823308270677;50;50;50;-50;50;-48;50;50;-35;50;50;37;-44;"hard";"gmo";"ns";-47;-40;-34;3;37;1;90,609;7;0,0462887290690486;0,106788710907704;1035;"disc";"conc";"1";-43,5
"861";382;0,258935381933094;0;0,291823308270677;50;50;50;-50;50;-48;50;50;-35;50;50;37;-44;"hard";"hom";"ns";-50;-50;-49;1;34;1;43,955;7;0,0462887290690486;0,106788710907704;1035;"disc";"neutr";"1";-50
"862";383;0,258935381933094;0;0,0418233082706767;-38;42;41;21;42;-48;41;41;22;-31;41;41;20;"easy";"clim";"ns";-50;2;1;3;50;0;25,546;2,66666666666667;-0,0648223820420625;0,106788710907704;1982;"conc";"disc";"0";-24
"863";383;0,258935381933094;0;0,0418233082706767;-38;42;41;21;42;-48;41;41;22;-31;41;41;20;"easy";"gmo";"s";-50;1;1;2;50;1;35,086;2,66666666666667;-0,0648223820420625;0,106788710907704;1982;"disc";"conc";"0";-24,5
"864";383;0,258935381933094;0;0,0418233082706767;-38;42;41;21;42;-48;41;41;22;-31;41;41;20;"easy";"hom";"s";-50;1;1;1;50;0;154,513;2,66666666666667;-0,0648223820420625;0,106788710907704;1982;"disc";"neutr";"0";-24,5
"865";384;0,200964367440341;1;0,0418233082706767;21;11;10;21;22;-20;20;37;11;12;12;12;13;"hard";"clim";"ns";14;19;13;3;16;0;100,775;5;0,15739984018016;0,106788710907704;2079;"disc";"conc";"1";16,5
"866";384;0,200964367440341;1;0,0418233082706767;21;11;10;21;22;-20;20;37;11;12;12;12;13;"hard";"gmo";"ns";30;31;13;1;24;0;201,03;5;0,15739984018016;0,106788710907704;2079;"disc";"conc";"1";30,5
"867";384;0,200964367440341;1;0,0418233082706767;21;11;10;21;22;-20;20;37;11;12;12;12;13;"hard";"hom";"ns";27;22;20;2;22;0;130,382;5;0,15739984018016;0,106788710907704;2079;"disc";"neutr";"1";24,5
"868";386;-0,320774762994442;1;-0,208176691729323;21;21;41;22;17;27;19;19;26;29;28;25;11;"easy";"clim";"s";22;26;22;3;21;1;0,395;3,66666666666667;-0,398155715375396;-0,226544622425629;316;"conc";"conc";"0";24
"869";386;-0,320774762994442;1;-0,208176691729323;21;21;41;22;17;27;19;19;26;29;28;25;11;"easy";"gmo";"s";23;18;-10;1;29;0;3,901;3,66666666666667;-0,398155715375396;-0,226544622425629;316;"conc";"conc";"0";20,5
"870";386;-0,320774762994442;1;-0,208176691729323;21;21;41;22;17;27;19;19;26;29;28;25;11;"easy";"hom";"s";20;10;-16;2;27;1;1,839;3,66666666666667;-0,398155715375396;-0,226544622425629;316;"conc";"neutr";"0";15
"871";388;0,287920889179471;1;0,291823308270677;-31;31;20;-50;-30;50;50;-50;-50;-50;50;31;-50;"hard";"clim";"ns";-10;21;-21;3;50;1;377,282;NA;NA;NA;1249;"conc";NA;"1";5,5
"872";388;0,287920889179471;1;0,291823308270677;-31;31;20;-50;-30;50;50;-50;-50;-50;50;31;-50;"hard";"gmo";"s";-50;-50;-50;2;50;1;89,867;NA;NA;NA;1249;"disc";NA;"1";-50
"873";388;0,287920889179471;1;0,291823308270677;-31;31;20;-50;-30;50;50;-50;-50;-50;50;31;-50;"hard";"hom";"ns";-31;10;-50;1;50;0;108,743;NA;NA;NA;1249;"conc";"neutr";"1";-10,5
"874";389;0,0270513239620797;1;-0,208176691729323;50;50;50;-40;42;-40;41;10;10;1;12;1;1;"easy";"clim";"s";20;11;1;2;11;0;131,245;2,33333333333333;0,15739984018016;0,106788710907704;2724;"conc";"conc";"0";15,5
"875";389;0,0270513239620797;1;-0,208176691729323;50;50;50;-40;42;-40;41;10;10;1;12;1;1;"easy";"gmo";"s";20;19;1;1;11;1;198,072;2,33333333333333;0,15739984018016;0,106788710907704;2724;"conc";"conc";"0";19,5
"876";389;0,0270513239620797;1;-0,208176691729323;50;50;50;-40;42;-40;41;10;10;1;12;1;1;"easy";"hom";"s";22;10;1;3;1;1;66,004;2,33333333333333;0,15739984018016;0,106788710907704;2724;"conc";"neutr";"0";16
"877";392;-0,262803748501688;1;0,291823308270677;-20;31;-32;-11;-11;-31;32;19;-11;-10;5;-41;9;"easy";"clim";"s";-11;-13;-42;3;21;0;32,267;4,66666666666667;0,490733173513493;0,773455377574371;747;"disc";"disc";"0";-12
"878";392;-0,262803748501688;1;0,291823308270677;-20;31;-32;-11;-11;-31;32;19;-11;-10;5;-41;9;"easy";"gmo";"s";10;7;-30;1;10;0;36,463;4,66666666666667;0,490733173513493;0,773455377574371;747;"disc";"disc";"0";8,5
"879";392;-0,262803748501688;1;0,291823308270677;-20;31;-32;-11;-11;-31;32;19;-11;-10;5;-41;9;"easy";"hom";"ns";11;-10;-40;2;20;1;41,575;4,66666666666667;0,490733173513493;0,773455377574371;747;"conc";"neutr";"0";0,5
"880";393;0,200964367440341;1;0,291823308270677;-29;21;11;-10;-20;-19;31;12;-31;20;21;12;-9;"easy";"clim";"s";-18;-20;12;1;12;1;73,052;NA;NA;NA;289;"disc";NA;"0";-19
"881";393;0,200964367440341;1;0,291823308270677;-29;21;11;-10;-20;-19;31;12;-31;20;21;12;-9;"easy";"gmo";"ns";NA;NA;NA;3;NA;NA;NA;NA;NA;NA;289;"conc";NA;"0";NA
"882";393;0,200964367440341;1;0,291823308270677;-29;21;11;-10;-20;-19;31;12;-31;20;21;12;-9;"easy";"hom";"ns";NA;NA;NA;2;NA;NA;NA;NA;NA;NA;289;"conc";"neutr";"0";NA
"883";394;0,128500599324399;1;-0,208176691729323;45;39;25;16;39;24;21;20;17;47;45;13;-5;"easy";"clim";"s";28;33;29;2;27;1;25,385;7;-0,175933493153174;-0,226544622425629;467;"conc";"disc";"0";30,5
"884";394;0,128500599324399;1;-0,208176691729323;45;39;25;16;39;24;21;20;17;47;45;13;-5;"easy";"gmo";"s";27;41;22;1;26;1;51,049;7;-0,175933493153174;-0,226544622425629;467;"conc";"disc";"0";34
"885";394;0,128500599324399;1;-0,208176691729323;45;39;25;16;39;24;21;20;17;47;45;13;-5;"easy";"hom";"ns";27;32;27;3;25;0;16,114;7;-0,175933493153174;-0,226544622425629;467;"disc";"neutr";"0";29,5
"886";395;0,418355671788167;1;0,291823308270677;42;47;22;-48;43;20;40;12;-31;-31;41;-33;-30;"easy";"clim";"s";-22;11;-11;3;48;1;78,796;3;0,15739984018016;0,106788710907704;1165;"conc";"conc";"0";-5,5
"887";395;0,418355671788167;1;0,291823308270677;42;47;22;-48;43;20;40;12;-31;-31;41;-33;-30;"easy";"gmo";"s";10;9;11;1;41;0;103,503;3;0,15739984018016;0,106788710907704;1165;"conc";"conc";"0";9,5
"888";395;0,418355671788167;1;0,291823308270677;42;47;22;-48;43;20;40;12;-31;-31;41;-33;-30;"easy";"hom";"s";-20;1;1;2;45;0;72,95;3;0,15739984018016;0,106788710907704;1165;"conc";"neutr";"0";-9,5
"889";398;0,200964367440341;1;-0,208176691729323;11;11;10;10;-18;10;11;9;11;1;1;10;1;"hard";"clim";"ns";NA;NA;NA;1;NA;1;60,602;NA;NA;NA;250;"disc";NA;"1";NA
"890";398;0,200964367440341;1;-0,208176691729323;11;11;10;10;-18;10;11;9;11;1;1;10;1;"hard";"gmo";"ns";NA;NA;NA;2;NA;NA;NA;NA;NA;NA;250;"disc";NA;"1";NA
"891";398;0,200964367440341;1;-0,208176691729323;11;11;10;10;-18;10;11;9;11;1;1;10;1;"hard";"hom";"s";NA;NA;NA;3;NA;NA;NA;NA;NA;NA;250;"conc";"neutr";"1";NA
"892";399;0,403862918164978;1;0,291823308270677;-50;-50;-50;1;-49;-50;-50;-8;-49;10;10;1;21;"hard";"clim";"ns";1;1;10;1;50;1;95,017;6,66666666666667;0,0462887290690486;-0,226544622425629;1518;"conc";"conc";"1";1
"893";399;0,403862918164978;1;0,291823308270677;-50;-50;-50;1;-49;-50;-50;-8;-49;10;10;1;21;"hard";"gmo";"ns";-50;1;9;3;50;1;56,893;6,66666666666667;0,0462887290690486;-0,226544622425629;1518;"conc";"conc";"1";-24,5
"894";399;0,403862918164978;1;0,291823308270677;-50;-50;-50;1;-49;-50;-50;-8;-49;10;10;1;21;"hard";"hom";"ns";-28;1;-50;2;50;0;57,551;6,66666666666667;0,0462887290690486;-0,226544622425629;1518;"conc";"neutr";"1";-13,5
"895";400;0,244442628309906;0;0,291823308270677;-10;21;12;-21;11;-19;21;21;-31;50;50;41;-41;"hard";"clim";"s";20;21;32;2;1;0;140,302;6,33333333333333;0,490733173513493;0,773455377574371;2178;"disc";"disc";"1";20,5
"896";400;0,244442628309906;0;0,291823308270677;-10;21;12;-21;11;-19;21;21;-31;50;50;41;-41;"hard";"gmo";"s";10;10;32;3;9;0;149,578;6,33333333333333;0,490733173513493;0,773455377574371;2178;"disc";"disc";"1";10
"897";400;0,244442628309906;0;0,291823308270677;-10;21;12;-21;11;-19;21;21;-31;50;50;41;-41;"hard";"hom";"s";10;10;31;1;21;1;141,153;6,33333333333333;0,490733173513493;0,773455377574371;2178;"disc";"neutr";"1";10
"898";401;0,273428135556283;1;0,291823308270677;1;12;1;1;-9;-30;30;21;1;-20;31;1;1;"hard";"clim";"ns";21;21;10;2;1;1;217,671;6,33333333333333;0,15739984018016;0,440122044241037;2055;"disc";"conc";"1";21
"899";401;0,273428135556283;1;0,291823308270677;1;12;1;1;-9;-30;30;21;1;-20;31;1;1;"hard";"gmo";"ns";11;11;10;3;1;0;95,972;6,33333333333333;0,15739984018016;0,440122044241037;2055;"disc";"conc";"1";11
"900";401;0,273428135556283;1;0,291823308270677;1;12;1;1;-9;-30;30;21;1;-20;31;1;1;"hard";"hom";"ns";20;20;0;1;0;1;143,966;6,33333333333333;0,15739984018016;0,440122044241037;2055;"disc";"neutr";"1";20
"901";403;0,577775961643239;1;0,0418233082706767;50;50;48;49;50;20;40;17;-9;20;7;-5;46;"easy";"clim";"s";22;12;13;2;45;1;25;7;-0,287044604264285;-0,226544622425629;669;"conc";"disc";"0";17
"902";403;0,577775961643239;1;0,0418233082706767;50;50;48;49;50;20;40;17;-9;20;7;-5;46;"easy";"gmo";"s";15;23;14;3;23;1;17,42;7;-0,287044604264285;-0,226544622425629;669;"conc";"disc";"0";19
"903";403;0,577775961643239;1;0,0418233082706767;50;50;48;49;50;20;40;17;-9;20;7;-5;46;"easy";"hom";"s";30;21;-8;1;39;0;24,93;7;-0,287044604264285;-0,226544622425629;669;"conc";"neutr";"0";25,5
"904";404;0,258935381933094;1;0,0418233082706767;-40;42;31;2;43;-50;50;29;3;2;2;-37;41;"hard";"clim";"ns";50;3;3;2;50;1;320,44;6,66666666666667;0,268510951291271;0,440122044241037;2309;"conc";"conc";"1";26,5
"905";404;0,258935381933094;1;0,0418233082706767;-40;42;31;2;43;-50;50;29;3;2;2;-37;41;"hard";"gmo";"ns";2;2;2;1;50;1;266,065;6,66666666666667;0,268510951291271;0,440122044241037;2309;"conc";"conc";"1";2
"906";404;0,258935381933094;1;0,0418233082706767;-40;42;31;2;43;-50;50;29;3;2;2;-37;41;"hard";"hom";"s";2;2;2;3;50;0;210,393;6,66666666666667;0,268510951291271;0,440122044241037;2309;"disc";"neutr";"1";2
"907";406;0,200964367440341;0;0,291823308270677;49;49;44;43;50;-31;31;21;21;12;22;12;22;"hard";"clim";"ns";-44;-46;-40;3;48;0;60,597;6,66666666666667;0,379622062402382;0,440122044241037;806;"disc";"conc";"1";-45
"908";406;0,200964367440341;0;0,291823308270677;49;49;44;43;50;-31;31;21;21;12;22;12;22;"hard";"gmo";"ns";-45;-48;-45;2;48;1;50,573;6,66666666666667;0,379622062402382;0,440122044241037;806;"disc";"conc";"1";-46,5
"909";406;0,200964367440341;0;0,291823308270677;49;49;44;43;50;-31;31;21;21;12;22;12;22;"hard";"hom";"ns";-42;-31;-41;1;47;0;57,117;6,66666666666667;0,379622062402382;0,440122044241037;806;"disc";"neutr";"1";-36,5
"910";407;0,200964367440341;0;0,0418233082706767;11;16;11;11;14;-4;-17;-8;-6;16;12;15;16;"easy";"clim";"ns";9;12;14;1;15;1;63,083;5,33333333333333;-0,398155715375396;-0,226544622425629;622;"disc";"conc";"0";10,5
"911";407;0,200964367440341;0;0,0418233082706767;11;16;11;11;14;-4;-17;-8;-6;16;12;15;16;"easy";"gmo";"ns";24;17;18;2;10;0;15,701;5,33333333333333;-0,398155715375396;-0,226544622425629;622;"disc";"conc";"0";20,5
"912";407;0,200964367440341;0;0,0418233082706767;11;16;11;11;14;-4;-17;-8;-6;16;12;15;16;"easy";"hom";"s";28;19;28;3;29;1;8,767;5,33333333333333;-0,398155715375396;-0,226544622425629;622;"conc";"neutr";"0";23,5
"913";408;-0,291789255748065;0;-0,208176691729323;38;40;4;2;39;-37;40;2;2;-35;39;2;2;"hard";"clim";"s";2;20;-6;3;28;0;222,754;3;-0,175933493153174;-0,226544622425629;1017;"conc";"conc";"1";11
"914";408;-0,291789255748065;0;-0,208176691729323;38;40;4;2;39;-37;40;2;2;-35;39;2;2;"hard";"gmo";"s";23;24;39;1;-23;1;111,686;3;-0,175933493153174;-0,226544622425629;1017;"conc";"conc";"1";23,5
"915";408;-0,291789255748065;0;-0,208176691729323;38;40;4;2;39;-37;40;2;2;-35;39;2;2;"hard";"hom";"ns";-13;24;2;2;10;0;47,497;3;-0,175933493153174;-0,226544622425629;1017;"disc";"neutr";"1";5,5
"916";409;0,316906396425848;0;0,0418233082706767;20;33;-9;-18;18;-27;49;23;-30;-9;22;-33;12;"easy";"clim";"ns";-48;-50;-42;1;29;0;139,751;NA;NA;NA;752;"disc";NA;"0";-49
"917";409;0,316906396425848;0;0,0418233082706767;20;33;-9;-18;18;-27;49;23;-30;-9;22;-33;12;"easy";"gmo";"ns";NA;NA;NA;3;NA;NA;NA;NA;NA;NA;752;"disc";NA;"0";NA
"918";409;0,316906396425848;0;0,0418233082706767;20;33;-9;-18;18;-27;49;23;-30;-9;22;-33;12;"easy";"hom";"ns";-35;-39;13;2;18;0;186,951;NA;NA;NA;752;"disc";"neutr";"0";-37
"919";411;0,0270513239620797;1;-0,208176691729323;45;44;45;-10;31;14;15;18;20;25;21;25;19;"hard";"clim";"s";29;28;29;1;30;1;19,967;6,66666666666667;-0,175933493153174;-0,226544622425629;711;"conc";"disc";"1";28,5
"920";411;0,0270513239620797;1;-0,208176691729323;45;44;45;-10;31;14;15;18;20;25;21;25;19;"hard";"gmo";"ns";34;33;35;2;35;0;35,546;6,66666666666667;-0,175933493153174;-0,226544622425629;711;"disc";"conc";"1";33,5
"921";411;0,0270513239620797;1;-0,208176691729323;45;44;45;-10;31;14;15;18;20;25;21;25;19;"hard";"hom";"ns";17;37;30;3;41;1;7,002;6,66666666666667;-0,175933493153174;-0,226544622425629;711;"disc";"neutr";"1";27
"922";413;0,244442628309906;1;0,0418233082706767;31;31;31;-10;31;10;9;1;19;-10;8;10;31;"easy";"clim";"ns";31;21;10;2;22;0;12,559;4;-0,287044604264285;-0,226544622425629;636;"disc";"neutr";"0";26
"923";413;0,244442628309906;1;0,0418233082706767;31;31;31;-10;31;10;9;1;19;-10;8;10;31;"easy";"gmo";"ns";40;41;21;3;1;0;63,434;4;-0,287044604264285;-0,226544622425629;636;"disc";"neutr";"0";40,5
"924";413;0,244442628309906;1;0,0418233082706767;31;31;31;-10;31;10;9;1;19;-10;8;10;31;"easy";"hom";"s";42;31;21;1;-20;0;10,901;4;-0,287044604264285;-0,226544622425629;636;"conc";"neutr";"0";36,5
